NAME,FOREIGN NAME,CATEGORY
brassica juncea - 1lb,雪里红 1lb,Produce
broccoli (1 count),西兰花 (1颗),Produce
brown beech mushroom,蟹味菇,Produce
cantaloupe (1 count),哈密瓜 (1个),Produce
carrots (2 count),胡萝卜 (2根),Produce
cauliflower (1 count),花椰菜 (1个),Produce
celery (1 count),西芹 (1根),Produce
celtuce (2 count),莴笋 (2根),Produce
chestnut - 2lb,板栗 2lb,Produce
chinese celery - 1lb,唐西芹 1lb,Produce
chinese eggplant (2 count),中国茄子 (2个),Produce
chinese okra - 2lb,丝瓜 2lb,Produce
chives (1 bunch),韭菜 (1捆),Produce
cilantro,香菜,Produce
coconut (1 count),新鲜椰子 (1个),Produce
daikon - 2.5lb,中国萝卜 2.5lb,Produce
enoki,金针菇,Produce
flat bean -1lb,雪豆 1lb,Produce
fresh ginger - 0.5lb,生姜 0.5lb,Produce
fuji apples (4 count),富士苹果 (4个),Produce
gai lan - 1lb,芥兰 1lb,Produce
garlic (4 pc),蒜 (4头),Produce
geen bean - 1lb,四季豆 1lb,Produce
golden kiwi - 2lb,黄金奇异果/猕猴桃 2lb,Produce
grade a large brown organic eggs (12 count),A级有机褐色壳大鸡蛋 (12个),Produce
green chili - 2lb,紫天椒 2lb,Produce
green onion (2 bundles),青葱 (2捆),Produce
green peppers (2 count),大青椒 (2个),Produce
honeycrisp apple (3 count),蜜脆苹果 (3个),Produce
japanese fukuoka premium strawberry fresh red (2 bags),日本福冈 顶级空运草莓 新鲜红 (2袋),Produce
japanese kumamoto premium strawberry light snow white (2 bags),日本熊本 顶级空运草莓 淡雪白 (2袋),Produce
japanese yam - 2lb,日本山药 2lb,Produce
kabocha (1 count),小南瓜 (1个),Produce
king oyster mushrooms (3 count),杏鲍菇 (3个),Produce
kyoho grapes - 0.7lb,巨峰葡萄 约0.7lb,Produce
leek - 1lb,大葱 1lb,Produce
lemon (4 count),柠檬 (4个),Produce
little tangerines - 2lb,砂糖橘 2lb,Produce
lotus root - 2.5lb,莲藕 2.5lb,Produce
malabar spinach,潺菜,Produce
mini watermelon (1 count),迷你西瓜 (1个),Produce
muscat grapes (limited),䴢香葡萄 (限量),Produce
mustard green - 2lb,芥菜 2lb,Produce
nam dok mai mango (2 count),水仙芒 (2个),Produce
napa cabbage (approx 2lb),大白菜一个（2lb左右）,Produce
orange (3 count),橙子 (3个),Produce
organic banana (5 count),有机香蕉 (5根),Produce
oro blanco 3ct,白金柚子 3个,Produce
pea tips - 1lb,豆苗 1lb,Produce
persimmon (3 count),柿子 (3个),Produce
potatoes (4 count),土豆 白皮或红皮 (4个),Produce
purple yam - 2lb,夏威夷紫薯 2lb,Produce
rambutan - 1lb,红毛丹 1lb,Produce
red bell pepper (2 count),红椒 (2个),Produce
red callaloo - 2.5lb,红苋菜 2.5lb,Produce
red chili - 2lb,红辣椒 2lb,Produce
red kiwi - 2lbs,红肉奇异果 2lbs,Produce
romaine lettuce - 1lb,长生菜 1lb,Produce
rose apple (2 count),玫瑰心苹果 (2个),Produce
royal star papaya (2 count),皇后木瓜 (2个),Produce
seedless cucumber (2 count),日本青瓜 (2个),Produce
shiitake mushroom - 1lb,新鲜冬菇 1lb,Produce
singo pear (3 count),沙梨 (3个),Produce
small bok choy - 1lb,奶油白菜苗 1lb,Produce
spinach - one bunch,菠菜 一束,Produce
sweet corn (2 count),玉米 (2根),Produce
sweet potato (2 pc),红薯/番薯/地瓜 (2个),Produce
taishan cauliflower (1 count),台山花菜 (1 count),Produce
taiwan cabbage - 2.5lb,台湾高丽菜 2.5lb,Produce
taiwan guava (4 count),台湾番石榴 (4个),Produce
taiwan spinach - 2lb,台湾菠菜 2lb,Produce
taro,大芋头,Produce
tomatoes (2 count),番茄/西红柿 (2个),Produce
tong ho sum - 1lb,茼蒿 1lb,Produce
water chestnut - 2lb,马蹄 2lb,Produce
water spinach (2 bundles),空心菜 (2捆),Produce
watercress (1 bundle),西洋菜 (1捆),Produce
wawa choy - 1lb,娃娃菜 1lb,Produce
wax gourd - 3lb,冬瓜 3lb,Produce
white dragonfruit (2 count),白肉火龙果 (2个),Produce
yam leaf - 1lb,番薯苗 1lb,Produce
yellow onions (2 pc),洋葱 (2个),Produce
yu choy sum - 1lb,油菜心,Produce
zucchini (1 count),西葫芦 (1个),Produce
baby cuttlefish,墨鱼仔,Meats & Seafood
beef flank - 2lb,牛腩 2lb,Meats & Seafood
beef shank - 2lb,牛腱 2lb,Meats & Seafood
beef short ribs (1.5lb),雪花牛仔骨 1.5lb,Meats & Seafood
beef tendon - 3lb,牛筋 3lb,Meats & Seafood
beef tripe - 1lb,牛百叶 1lb,Meats & Seafood
champmar shrimp - 4lb,南美虾皇 无头虾 4磅,Meats & Seafood
chicken breast - 1.5lb,鸡胸肉 1.5lb,Meats & Seafood
chicken drumstick - 2.5lb,鸡腿 约2.5llb,Meats & Seafood
chicken paw - 2lb,鸡爪 2lb,Meats & Seafood
chilled yellow croaker 1.3lb,冰鲜黄鱼 1.3lb,Meats & Seafood
clearwater arctic surf clam,加拿大北极贝,Meats & Seafood
cooked clam 21-30 ct,大花蛤 (21-30个),Meats & Seafood
crawfish meat - 1lb,小龙虾肉 1lb,Meats & Seafood
fatty sliced beef - 1lb,火锅肥牛片 1lb,Meats & Seafood
frog legs (16 pc),田鸡腿 (约16只),Meats & Seafood
frozen belt fish (1 pc),急冻带鱼 (1条),Meats & Seafood
frozen chicken wings - 1lb,鸡翅 1lb,Meats & Seafood
frozen cooked oyster - 227g,单冻鲜蚝 227g,Meats & Seafood
frozen fish filets - 1.2lb,龙利鱼片 1.2lb,Meats & Seafood
frozen hardwood smoked premium bacon - 1lb,培根 1lb,Meats & Seafood
frozen lobster - 1.5-1.75lb,冷冻龙虾 1.5-1.75lb,Meats & Seafood
frozen pomfret golden (1 pc),急冻金鲳鱼 (1条),Meats & Seafood
frozen shrimp - 2lb,虾仁 2lb,Meats & Seafood
frozen tilapia (1 pc),急冻罗非鱼 (1条),Meats & Seafood
greenland halibut steaks,格陵兰雪鱼排,Meats & Seafood
greenland prawns cold water shrimp - 5kg,冰山北极即食甜虾 5kg,Meats & Seafood
ground beef - 1.5lb,搅碎牛肉末 1.5lb,Meats & Seafood
ground pork - 1.5lb,绞碎猪肉 1.5lb,Meats & Seafood
harbour city frozen golden threadfin bream - 1lb,海港城 三去金线鱼 1lb,Meats & Seafood
harbour city frozen long anchovies fish - 1lb,海港城 凤尾鱼 1lb,Meats & Seafood
harbour city grass carp fillet - 300g,海港城 鲜滑无骨脆肉皖鱼片 300g,Meats & Seafood
harbour city tiger tooth croaker - 1lb,海港城 三去三牙鱼 1lb,Meats & Seafood
hotpot lamb slices - 1lb,火锅羊肉切片 1lb,Meats & Seafood
lamb neck bone - 2lb,羊蝎子 2lb,Meats & Seafood
lamb rack - 18-20oz,澳洲进口羊排 18-20oz,Meats & Seafood
new zealand green mussels,新西兰青口,Meats & Seafood
ox tail - 2lb,牛尾 2lb,Meats & Seafood
pork belly - 3lb,精选五花腩 约3lb,Meats & Seafood
pork belly slices - 1lb,五花肉片 1lb,Meats & Seafood
pork chop - 2lb,猪扒 2lb,Meats & Seafood
pork neck bone - 2lb,猪汤骨 2lb,Meats & Seafood
pork tenderloins - 1.5lb,猪里脊肉 1.5lb,Meats & Seafood
roasted eel - 9oz,日本烤鳗鱼 9oz,Meats & Seafood
sliced pork for hotpot - 1lb,火锅猪肉片 1lb,Meats & Seafood
spare ribs - 1.2lb,原装排骨 1.2lb,Meats & Seafood
whole chicken (1 pc),冰鲜走地鸡 (1只),Meats & Seafood
whole duck (1 pack),冰鲜有头鸭 (1只),Meats & Seafood
almond cookies (2 pc),杏仁饼 (2个),Bakery
apple pie (2 pc),苹果派 (2个),Bakery
bbq pork bun (3 pc),叉烧包 (3个),Bakery
bbq pork pineapple bun (3 pc),叉烧菠萝包 (3个),Bakery
cheese stick (3pcs),芝士条 (3个),Bakery
chinese sausage bun (3 pc),腊肠包 (3个),Bakery
chocolate roll cake,朱古力蛋卷,Bakery
cocktail pineapple bun (3 pc),鸡尾菠萝包 (3个),Bakery
coconut bun (3 pc),椰丝包 (3个),Bakery
coconut cream bun (3 pc),奶油包 (3个),Bakery
coconut tart (2 pc),椰塔 (2个),Bakery
coconut turnover (2 pc),椰丝酥饺 (2个),Bakery
coffee swiss cake roll,咖啡瑞士卷,Bakery
curry beef bun (3 pc),咖喱牛肉包 (3个),Bakery
daiichi pan mini chocolate bread (7 pc),Daiichi 巧克力夹心小面包 (7个),Bakery
daiichi pan mini red bean bread (7 pc),Daiichi 红豆夹心小面包 (7个),Bakery
dinner roll (6 pc),餐包 (6个),Bakery
egg custard bun (3pcs),奶王包 (3个),Bakery
egg custard pineapple bun (3 pc),奶黄菠萝包 (3个),Bakery
egg tart portuguese style (3 pc),葡挞 (3个),Bakery
egg yolk pastry (3 pc),蛋黄酥 (3个),Bakery
ham & egg bun (3 pc),火腿蛋面包 (3个),Bakery
honeydew cake roll,瑞士卷 哈密瓜味,Bakery
lemon coconut roll cake,黄金柠檬耶斯瑞士卷,Bakery
lotus baby mooncake (3 pc),莲蓉棋子饼 (3个),Bakery
lotus puff cake (3 pc),莲蓉饼 (3个),Bakery
milk loaf,鲜奶吐司,Bakery
mini japanese style cheese cake (2 pc),迷你日式轻乳酪蛋糕 (2个),Bakery
peanut cookies (2 pc),花生饼 (2个),Bakery
peanut mochi ball (2 pc),花生糯米糍 (2个),Bakery
phoenix cookies,鸡仔饼,Bakery
pineapple bun (3pcs),菠萝包 (3个),Bakery
raisin bun (3 pc),丹麦葡萄干面包 (3个),Bakery
raisin dinner roll (6 pc),提子餐包 (6个),Bakery
red bean baby mooncake (3 pc),豆沙棋子饼 (3个),Bakery
red bean bun (3 pc),豆沙包 (3个),Bakery
red bean mochi ball (2 pc),豆沙糯米糍 (2个),Bakery
red bean pineapple bun (3 pc),豆沙菠萝包 (3个),Bakery
red bean puff cake (3 pc),豆沙饼 (3个),Bakery
sago rice cake (2 pc),水晶糕 (2个),Bakery
sesame ball (2 pc),煎堆 (2个),Bakery
sesame cookies,笑口枣,Bakery
shredded pork bread (3pcs),肉松包 (3个),Bakery
sponge cake (3 pc),纸包蛋糕 (3个),Bakery
spring onion bun (3 pc),葱包 (3个),Bakery
sweetheart cake (3 pc),老婆饼 (3个),Bakery
swiss cake roll,瑞士卷 原味,Bakery
taro bun (3 pc),芋头包 (3个),Bakery
traditional egg tart (3 pc),手工蛋挞 (3个),Bakery
walnut pound cake,核桃蛋糕,Bakery
wax gourd baby mooncake (3 pc),冬容棋子饼 (三个),Bakery
fujiya peko poko chocolate 2 pc - 0.8oz,Fujiya 巧克力 2枚入 0.8oz,New Arrivals
3-ply surgical mask (50 pc),PPE医用口罩 (50个),PPE & Personal Care
corestar multi purpose vinyl gloves - medium,多用途橡胶手套 (中),PPE & Personal Care
corestar multi-purpose vinyl gloves - large,多用途橡胶手套 (大),PPE & Personal Care
dgmc designer protective face mask black color (10 per box) (buy any of the two dgmc masks get one blue mask for free),美西五彩设计师 医用级别防护口罩 黑色 (10个/盒) (买任何两盒美西五彩设计师口罩，免费赠送一盒蓝色口罩),PPE & Personal Care
dgmc designer protective face mask blue color (10 per box) (buy two dgmc masks get one blue mask for free),美西五彩设计师 医用级别防护口罩 蓝色 (10个/盒) (买任何两盒美西五彩设计师口罩，免费赠送一盒蓝色口罩),PPE & Personal Care
dgmc designer protective face mask green color (10 per box) (buy any of the two dgmc masks get one blue mask for free),美西五彩设计师 医用级别防护口罩 绿色 (10个/盒) (买任何两盒美西五彩设计师口罩，免费赠送一盒蓝色口罩),PPE & Personal Care
dgmc designer protective face mask pink color (10 per box) (buy any of the two dgmc masks get one blue mask for free),美西五彩设计师医用级别防护口罩 粉色 (1盒10个) (买任何两盒美西五彩设计师口罩，免费赠送一盒蓝色口罩),PPE & Personal Care
dgmc designer protective face mask yellow color (10 per box) (buy any of the two dgmc masks get one blue mask for free),美西五彩设计师 医用级别防护口罩 黄色 (10个/盒) (买任何两盒美西五彩设计师口罩，免费赠送一盒蓝色口罩),PPE & Personal Care
disinfecting wipes (10 count),消毒湿巾 (10张),PPE & Personal Care
face shield adult,成人面罩,PPE & Personal Care
infrared contact free thermometer,红外线免触碰体温计,PPE & Personal Care
kn95 (10 pc),KN95 (10个),PPE & Personal Care
kn95 respirator kids size (5 pack),KN95口罩 小孩款 (5个),PPE & Personal Care
ryukakusan herbal throat candy stick mint flavor (1 pc),日本龙角散止咳化痰润喉喉糖 薄荷味 (1条),PPE & Personal Care
ultro clean hand sanitizer - 500ml,免洗消毒洗手液 500ml,PPE & Personal Care
ultro clean hand sanitizer - 60ml,免洗消毒洗手液 60ml,PPE & Personal Care
ajinomoto beef gyoza,日本Ajinomoto 牛肉煎饺,Flash Sale (20% off or more)
assam milk tea vanilla flavor - 400ml (6 packs),阿萨姆奶茶 香草味 400ml (6盒),Flash Sale (20% off or more)
haidilao vegetarian self-heating hot pot spicy flavor,海底捞 自热小火锅 香辣素食,Flash Sale (20% off or more)
shin ramyun instant noodle (16 pc),辛拉面 红 (16包/箱),Flash Sale (20% off or more)
small bok choy - 1lb,奶油白菜苗 1lb,Flash Sale (20% off or more)
bcd soon tofu extra hot,BCD SOON TOFU汤 特辣味,Soy & Dairy
bcd soon tofu hot - 13oz,BCD SOON TOFU汤 辣味 368g,Soy & Dairy
bcd soon tofu medium hot - 13oz,BCD SOON TOFU汤 中辣味 368g,Soy & Dairy
beijing classic yoghurt (medium size),北京老酸奶 (中杯),Soy & Dairy
firm tofu - 19oz,日本老豆腐 19oz,Soy & Dairy
gaobei shredded tofu original flavor - 250g,高碑店 原味豆腐丝 250g,Soy & Dairy
gaobei super chiba tofu - 22.9oz,高碑店 千页豆腐 幼片装 649g,Soy & Dairy
havista soy tofu sheet original flavor - 17.64oz,五谷丰 高碑店豆腐片 原味 500g,Soy & Dairy
natures soy bean curd skin - 100g,大田 炸豆皮 100g,Soy & Dairy
natures soy black sesame soymilk - 0.5gal,大田 黑芝麻豆浆 1.89L,Soy & Dairy
natures soy fried bean curd bite - 14g,大田 炸角螺 14g,Soy & Dairy
natures soy fried bean curd roll - 120g,大田 响铃卷 120g,Soy & Dairy
natures soy fried bean curd sheet - 3.5oz,大田 炸豆片 3.5oz,Soy & Dairy
natures soy fried tofu - 9oz,大田 炸豆腐 9oz,Soy & Dairy
natures soy marinated pressed tofu - 8oz,大田 中香干 8oz,Soy & Dairy
natures soy seasoned pressed tofu - 240g,大田 小印干 240g,Soy & Dairy
natures soy soft tofu - 454g,大田 滑豆腐 454g,Soy & Dairy
natures soy soy milk sweetened - 1.89l,大田 甜豆浆 1.89L,Soy & Dairy
natures soy soy puffs - 142g,大田 油豆腐 142g,Soy & Dairy
natures soy soymilk reduced sugar high fiber - 1.89l,大田 豆浆 低糖高纤 1.89L,Soy & Dairy
natures soy soymilk unsweetened - 1.89l,大田 无糖豆浆 1.89L,Soy & Dairy
natures soy tofu snacks hot & spicy flavor - 227g,大田 香辣豆干 227g,Soy & Dairy
soft tofu - 19oz,嫩豆腐 (1盒),Soy & Dairy
soyfoods original egg tofu - 245g,中华正牌 玉子豆腐 245g,Soy & Dairy
tofu - 19oz,中豆腐 19oz,Soy & Dairy
zuming fresh fried tofu skin - 300g,祖名 鲜腐竹 300g,Soy & Dairy
zuming oil fried tofu stick - 160g,祖名 豆条子 160g,Soy & Dairy
bamboo toothpicks 500pcs per can,双枪 竹牙签500支/罐,House & Home
chui dahuang mandarin duck hot pot w. 2 spoons stainless steel (30cm),炊大皇 鸳鸯火锅 (附赠2个汤勺) 不锈钢 直径30cm,House & Home
cone dish sponge,洗王 抗菌刷碗海棉,House & Home
guangheshenghuo shark shape bottle opener,光合生活 鲨鱼开瓶器,House & Home
hooli pillow,Hooli 抱枕,House & Home
hooli squish mallow,Hooli 玩偶,House & Home
hooli umbrella,Hooli 雨伞,House & Home
kao laundry detergent liquid gel - 780g,KAO花王 玫瑰洗衣液 780g,House & Home
kao multipurpose house cleaning spray 400ml,日本KAO花王 多用途家居清洁喷雾 400ml,House & Home
kobayashi pharmaceutical toilet cleaner natural floral 7.5g 3 bottles,小林制药 洁厕灵凝胶花瓣 自然花香 7.5g*3瓶,House & Home
laundress wool & cashmere deodorant spray 4oz,The Laundress 羊毛羊绒除味清香喷剂 4 fl. oz,House & Home
lion dishwashing detergent liquid lemon scent,日本LION狮王 高效洗洁精 柠檬味,House & Home
nin jiom loquat syrup - 10oz,念慈菴 枇杷膏 300ml,House & Home
okamoto sagami 0.01mm condom condom 5pcs,冈本 Sagami 幸福的0.01 安全套避孕套 5枚入,House & Home
rubber gloves,刷碗专用橡胶手套,House & Home
shiseido super clean prepare body shaving knife underarm shaving knife 3pcs,日本Shiseido 资生堂 超干净PREPARE温和身体剃毛刀 腋下刮毛刀 3支/袋,House & Home
stainless steel brush ball,钢丝洗碗刷,House & Home
toilet paper (10 rolls),厕所纸 10卷,House & Home
zhang xiao quan peeler,张小泉 刨皮刀,House & Home
bean curd w. shrimp pork & veggie (6 pc),鲜竹卷 (6 pc),Meal Kits & Prepared Food
biang biang mian,经典油泼面,Meal Kits & Prepared Food
braised pork belly taiyuan style,太原六味斋酱五花肉,Meal Kits & Prepared Food
crystal shrimp dumplings (8 pc),虾饺 (8个),Meal Kits & Prepared Food
cumin beef burger xi an style,孜然藤椒牛腱夹馍,Meal Kits & Prepared Food
five spices beef pingyao style,山西平遥酱牛肉,Meal Kits & Prepared Food
frozen turnip cake (1 box),冷冻港式萝卜糕 (1盒),Meal Kits & Prepared Food
lamb pao mo,羊肉泡馍,Meal Kits & Prepared Food
lao sze chuan beef jerky spicy,老四川麻辣牛肉干,Meal Kits & Prepared Food
lao sze chuan beef tendon five spices,老四川五香牛腱,Meal Kits & Prepared Food
lao sze chuan chinese marinade pig feet,老四川五香猪蹄,Meal Kits & Prepared Food
lao sze chuan roast chicken feet five spice,老四川卤凤爪,Meal Kits & Prepared Food
lao sze chuan roasted duck wings five spice,老四川五香鸭翅,Meal Kits & Prepared Food
lao sze chuan roasted pig ear five spices,老四川五香猪耳,Meal Kits & Prepared Food
lao sze chuan spicy chicken gizzard,老四川麻辣鸡胗,Meal Kits & Prepared Food
liang pi (cold ribbon noodle),西安凉皮,Meal Kits & Prepared Food
mantou (6 count),馒头 (6个),Meal Kits & Prepared Food
marinated chicken feet,白云凤爪,Meal Kits & Prepared Food
seaweed salad w. garlic vinaigrette,蒜泥海带,Meal Kits & Prepared Food
shumai pork dumplings (8 count),烧卖 (8个),Meal Kits & Prepared Food
spicy chicken feet,酸辣凤爪,Meal Kits & Prepared Food
steamed bbq pork bun (6 count),叉烧蒸包 (6个),Meal Kits & Prepared Food
steamed bean bun (6 count),蒸豆沙包 (6个),Meal Kits & Prepared Food
steamed pork & vegetable bun (6 count),菜肉蒸包 (6个),Meal Kits & Prepared Food
sticky rice dumpling,粽子,Meal Kits & Prepared Food
sticky rice in lotus leaf w. chicken chinese sausage & egg,糯米鸡,Meal Kits & Prepared Food
chengdu braised phoenix claw (buy 2 get 1 duck neck for free),九阴鸡爪爪 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
chengdu house spare ribs (buy 2 get 1 duck neck for free),成都秘制烤排骨 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
chengdu pork feet w. peanuts (buy 2 get 1 duck neck for free),成都香辣烤猪蹄 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
chengdu rabbit shreds (buy 2 get 1 duck neck for free),成都麻辣手撕烤兔 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
chengdu style chicken gizzard (small) (buy 2 get 1 duck neck for free),成都麻辣鸡胗 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
chengdu style chicken leg 3pc (buy 2 get 1 duck neck for free),成都秘制卤鸡腿 3个 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
chengdu style duck tongue (small) (buy 2 get 1 duck neck for free),成都香辣鸭舌 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
chengdu style pork ear (buy 2 get 1 duck neck for free),成都红油猪耳 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
chengdu style pork rib (buy 2 get 1 duck neck for free),成都秘制卤排骨条 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
free chengdu style duck neck (small) w. any two marked da mao jia items (one per order),凡购买任何两份大毛家卤味，即可免费获取鸭脖一份 (仅限一份),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
house szechuan sausages (buy 2 get 1 duck neck for free),成都川味麻辣香肠 (买任何两样大毛家产品免费送成都滋味鸭脖一包),Da Mao Jia - Buy 2 Get 1 Duck Neck Free (limit one per order)
lady m blueberry cheese mille crepes (1 slice),lady m 蓝莓芝士千层蛋糕 (单片),Desserts
lady m chocolate checkers cake (1 slice),Lady M 巧克力棋盘蛋糕 (单片),Desserts
lady m chocolate mille crepes (1 slice),Lady M 巧克力千层蛋糕 (单片）,Desserts
lady m chocolate mille crepes - 9inch,"Lady M 巧克力千层蛋糕 9""",Desserts
lady m earl grey mille crepes (1 slice),Lady M 伯爵千层蛋糕 (单片),Desserts
lady m earl grey mille crepes - 9inch,"Lady M 伯爵千层蛋糕 9""",Desserts
lady m green tea mille crepe (1 slice),Lady M 抹茶千层蛋糕 (单片),Desserts
lady m green tea mille crepes - 6inch,"Lady M 抹茶千层蛋糕 6""",Desserts
lady m green tea mille crepes - 9inch,"Lady M 抹茶千层蛋糕 9""",Desserts
lady m marron mille crepes (1 slice),Lady M 粟子千层蛋糕 (单片),Desserts
lady m marron mille crepes - 9inch,"Lady M 粟子千层蛋糕 9""",Desserts
lady m passion fruit mille crepes - 9inch,"Lady M 百香果千层蛋糕 9""",Desserts
lady m pistachio mille crepes (1 slice),Lady M 开心果千层蛋糕 (单片),Desserts
lady m pistachio mille crepes - 9inch,"Lady M 开心果千层蛋糕 9""",Desserts
lady m pumpkin cake (1 slice),Lady M 南瓜芝士蛋糕 (单片),Desserts
lady m signature mille crepe (1 slice),Lady M 经典千层蛋糕 (单片),Desserts
lady m signature mille crepes - 6inch,"Lady M 经典千层蛋糕 6""",Desserts
lady m signature mille crepes - 9inch,"lady m 经典千层蛋糕 9""",Desserts
lady m tiramisu mille crepes (1 slice),Lady M 提拉米苏千层蛋糕 (单片),Desserts
lady m tiramisu mille crepes - 9inch,"Lady M 提拉米苏千层蛋糕 9""",Desserts
lady m winter dreams advent calendar,Lady M 梦幻圣诞礼盒,Desserts
royce christmas selection (31 pcs),Royce 圣诞巧克力礼盒 (31 pcs),Desserts
royce nama chocolate champagne pierre mignon,Royce 生巧克力 香槟味,Desserts
royce nama chocolate ghana bitter,Royce 生巧克力 苦味,Desserts
royce nama chocolate islay whisky (port charlotte),Royce 生巧克力 威士忌味,Desserts
royce nama chocolate matcha,Royce 生巧克力 抹茶味,Desserts
royce nama chocolate mild cacao,Royce 生巧克力 淡可可味,Desserts
royce nama chocolate white,Royce 生巧克力 白巧克力味,Desserts
royce potatochip chocolate original,Royce 薯片巧克力 标准风味,Desserts
royce potechi crunch chocolate matcha,Royce 巧克力酥脆 抹茶口味,Desserts
a kuan broad noodle hot & spicy flavor (4 packs),阿宽 红油面皮 麻辣味 (4包),Instant
dou xiao yu instant oden sour & spicy noodle - 166g,逗小鱼 关东煮速食酸辣粉 166g,Instant
haidilao self-heating hot pot tomato sweet sausage package,海底捞 番茄广式腊肠自煮火锅套餐,Instant
haidilao spicy sausage mini hot pot sichuan style - 354g,海底捞 麻辣川式香肠小火锅套餐 354g,Instant
haidilao vegetarian self-heating hot pot spicy flavor,海底捞 自热小火锅 香辣素食,Instant
han ramen chajiangmen ramen w. soybean seasoning - 5 packs,韩拉面 炸酱面 5包,Instant
han ramen mild chicken flavor - 5 packs,韩拉面 鸡肉味 5包,Instant
han ramen spicy beef flavor - 114g,韩拉面 桶装牛肉味 114g,Instant
han ramen spicy beef flavor - 5 packs,韩拉面 牛肉味 5包,Instant
hao huan luo hot & sour rice noodles extra spicy,好欢螺 柳州螺蛳粉 加辣加臭版,Instant
itsuki tokyo shoyu soy sauce ramen - 176g,ITSUKI五木 东京酱油拉面 176g,Instant
jin mai lang chongqing style noodles spicy flavor - 147g (5 packs),今麦郎 新辣煌尚 重庆小面 147g (5包),Instant
jin mai lang instant noodle artificial beef & sour pickled cabbage flavor - 120g,今麦郎 老坛酸菜牛肉面 120g,Instant
jin mai lang instant noodle artificial chicken & mushroom flavor - 113g (5 pc),今麦郎 香菇炖鸡面 113g (5包),Instant
jin mai lang instant noodle artificial hot & sour beef flavor - 159g (5 pack),今麦郎 新辣煌尚 酸辣牛肉面 159g (5包),Instant
jin mai lang instant noodle artificial pickled pepper beef flavor - 153g (5 count),今麦郎 新辣煌尚 泡椒牛肉面 153g (5包),Instant
jin mai lang instant noodle artificial seafood flavor (5 packs),今麦郎 珍品系列 鲜虾鱼板面 (5包),Instant
jin mai lang instant noodle artificial spicy beef flavor - 155g (5 packs),今麦郎 新辣煌尚 麻辣牛肉面 155g (5包),Instant
jin mai lang instant noodle artificial spicy hot beef flavor 113g (5 count),今麦郎 麻辣牛肉面 113g (5包),Instant
jin mai lang instant noodle artificial stew beef flavor - 550g (5 packs),今麦郎 红烧牛肉面 珍品系列 550g (5包),Instant
jin mai lang instant noodle artificial stew pork flavor - 113g (5 pc),今麦郎 葱香排骨面 113g (5包),Instant
jin mai lang instant noodles stew beef flavor - 116g,今麦郎 红烧牛肉桶面 116g,Instant
jin mai lang instant yakisoba bean sauce flavor - 155g,今麦郎 一桶半炸酱拌面 155g,Instant
jin mai lang instant yakisoba sesame sauce flavor - 155g,今麦郎 麻酱拌面 155g,Instant
jin pai chongqing spicy noodle - 7.5oz,金牌干溜 山城辣子鸡拌面 213g,Instant
jin pai hot & sour tomato noodle - 10.05oz,金牌干溜 番茄浓汤辣粉 285g,Instant
jin pai sour & spicy vermicelli - 10.58oz,金牌干溜 酸辣粉 300g,Instant
jml dried chili flavor - 148g,今麦郎 一桶半 干辣椒拌面 148g,Instant
liu quan instant rice noodle spicy - 268g,柳全 螺螄粉 268g,Instant
luo ba wang instant rice noodle spicy flavor,螺霸王 螺蛳粉 麻辣味,Instant
marukome green onion miso soup - 0.32oz,marukome 青葱味噌汤 0.32oz,Instant
marukome instant miso soup cup tofu - 0.32oz,marukome 原味噌汤 0.32oz,Instant
master kong veggie tomato instant noodle - 101g (5 count),康师傅 鲜蔬番茄面 101g (5包),Instant
mo xiao xian stinky tofu self heating hotpot - 350g,莫小仙 自热火锅速食臭臭锅 长沙臭豆腐小火锅 350g,Instant
nissin demae ramen black garlic oil tonkotsu pork flavor - 100g,日清 出前一丁 即食汤面 黑蒜油猪骨汤味 100g,Instant
nissin demae ramen noodle beef flavor - 100g,日清 出前一丁 即食汤面 五香牛肉味 100g,Instant
nissin demae ramen noodle roasted beef flavor - 100ml,日清 出前一丁 即食汤面 红烧牛肉味 100ml,Instant
nissin demae ramen noodle w. soup base chicken flavor - 100g,日清 出前一丁即食汤面 鸡蓉味 100g,Instant
